year,month,country,region,student_ai_usage_pct,teacher_ai_usage_pct,schools_ai_adoption_pct,avg_daily_ai_usage_min,top_ai_tool,internet_penetration_pct,education_index,government_ai_policy,urban_ai_usage_pct,rural_ai_usage_pct,ai_in_curriculum,gender_gap_ai_usage_pct,policy_id,policy_name,policy_type,policy_domain,policy_status,policy_year,policy_restrictiveness_score,policy_maturity_score,ethical_alignment_score,implementation_strength,regulatory_risk_level,ai_investment_index,ai_research_output,policy_sentiment,amendment_count,compliance_score,alert_flag,policy_version,country_code,continent,policy_source,publishing_authority,publication_date,effective_date,review_date,volatility_score,enforcement_strength,expert_review_score,comment_count,discussion_status,last_updated,alert_date
2022,4,United States,North America,32,24,28,44,Google Gemini,74,0.635,No,37,25,No,6,AIP-02832,AI Framework 7,Guidance,Data Privacy,Active,2023,7,68,60,Strong,Medium,20,3511,Neutral,4,66,No Alert,v3.7,UNI,Europe,Regulatory Authority,Data Protection Authority,2023-05-10,2023-10-29,2024-10-26,73,High,97,32,Open,2024-09-04,2023-09-06
2022,2,Pakistan,Asia,53,34,31,63,ChatGPT,94,0.917,Yes,57,37,Yes,12,AIP-02833,AI Framework 8,Guidance,Data Privacy,Active,2024,5,50,44,Weak,High,87,4412,Restrictive,4,47,Amendment,v2.4,PAK,Oceania,Legal Database,Digital Affairs Agency,2024-01-31,2024-03-14,2025-05-24,98,Medium,62,2,Closed,2025-08-17,2024-04-20
2020,9,Nigeria,Africa,65,54,54,81,Microsoft Copilot,90,0.935,Yes,79,48,Yes,6,AIP-02834,AI Framework 9,Legislation,Ethics,Draft,2018,5,59,56,Moderate,Medium,100,2533,Restrictive,1,58,No Alert,v1.0,NIG,Africa,AI Ethics Board,Ministry of Technology,2018-12-11,2019-03-09,2021-07-27,1,High,75,39,Under Review,2019-01-28,2018-12-14
2022,1,Pakistan,Asia,88,77,67,93,ChatGPT,57,0.596,Yes,91,77,Yes,5,AIP-02835,AI Framework 10,Strategy,Transparency,Draft,2020,4,53,58,Strong,Medium,53,4227,Supportive,4,68,No Alert,v3.2,PAK,Oceania,AI Ethics Board,Ministry of Technology,2020-11-20,2021-01-25,2023-07-29,38,Medium,100,14,Closed,2021-09-20,2020-11-30
2023,7,Brazil,South America,74,68,61,53,Microsoft Copilot,56,0.699,No,74,66,Yes,3,AIP-02836,AI Framework 11,Legislation,Transparency,Repealed,2023,7,59,63,Moderate,Low,53,3550,Neutral,3,61,New Policy,v3.8,BRA,North America,Legal Database,Data Protection Authority,2023-08-19,2023-11-27,2025-11-24,97,High,57,16,Closed,2024-09-24,2023-11-25
2019,8,Nigeria,Africa,64,59,53,28,Microsoft Copilot,46,0.816,Yes,78,33,Yes,9,AIP-02837,AI Framework 12,Guidance,Data Privacy,Active,2022,7,74,79,Strong,High,100,415,Supportive,1,63,Amendment,v3.4,NIG,Asia,Government Portal,Ministry of Technology,2022-04-09,2022-09-23,2025-03-20,58,Low,65,13,Open,2023-04-23,2022-04-11
2023,12,Canada,North America,80,48,50,75,ChatGPT,52,0.558,Yes,97,58,Yes,9,AIP-02838,AI Framework 13,Legislation,Education,Repealed,2020,5,72,62,Weak,Medium,70,3955,Restrictive,3,76,New Policy,v2.8,CAN,Africa,Legal Database,AI Commission,2020-08-03,2020-11-21,2023-04-27,77,High,57,6,Under Review,2020-12-26,2020-11-16
2024,1,India,Asia,86,77,77,108,Google Gemini,45,0.743,No,100,77,Yes,3,AIP-02839,AI Framework 14,Strategy,Governance,Active,2018,8,47,57,Weak,Low,64,2824,Neutral,6,62,Amendment,v1.9,IND,Africa,Regulatory Authority,Digital Affairs Agency,2018-06-14,2018-09-25,2019-08-21,87,Low,80,24,Under Review,2018-09-11,2018-07-19
2016,8,Pakistan,Asia,66,57,63,62,Khanmigo,51,0.604,No,66,51,No,8,AIP-02840,AI Framework 15,Guidance,Governance,Active,2026,2,74,73,Moderate,Low,43,2676,Restrictive,3,65,New Policy,v3.0,PAK,Europe,Government Portal,AI Commission,2026-08-08,2027-01-18,2027-11-12,29,High,60,4,Under Review,2026-11-17,2026-11-24
2017,2,India,Asia,65,61,46,74,Microsoft Copilot,84,0.534,No,71,37,Yes,11,AIP-02841,AI Framework 16,Guidance,Data Privacy,Active,2023,5,55,47,Weak,Medium,95,3083,Restrictive,3,42,No Alert,v1.9,IND,Europe,Legal Database,AI Commission,2023-07-21,2024-01-09,2025-07-05,30,Medium,90,18,Under Review,2025-03-23,2023-10-01
2025,11,India,Asia,89,71,76,102,ChatGPT,82,0.752,Yes,91,49,Yes,5,AIP-02842,AI Framework 17,Regulation,Transparency,Repealed,2024,10,65,74,Strong,High,40,352,Supportive,1,77,No Alert,v2.3,IND,North America,Legal Database,AI Commission,2024-09-03,2024-10-29,2026-06-05,10,Medium,97,22,Open,2025-06-14,2024-09-18
2017,12,India,Asia,89,88,87,113,Khanmigo,95,0.874,No,93,47,Yes,12,AIP-02843,AI Framework 18,Strategy,Governance,Draft,2021,8,67,73,Moderate,Medium,51,4541,Supportive,6,57,No Alert,v3.6,IND,Africa,Regulatory Authority,AI Commission,2021-06-12,2021-12-04,2024-02-25,85,High,58,40,Closed,2022-05-13,2021-07-14
2021,3,United States,North America,44,37,41,58,Microsoft Copilot,47,0.77,Yes,48,31,No,5,AIP-02844,AI Framework 19,Strategy,Ethics,Repealed,2022,8,57,48,Moderate,High,88,4383,Restrictive,0,67,No Alert,v3.4,UNI,South America,Government Portal,Data Protection Authority,2022-11-23,2023-03-20,2025-05-25,73,Low,70,21,Under Review,2023-04-22,2023-02-23
2017,12,Nigeria,Africa,43,36,38,89,ChatGPT,82,0.779,Yes,43,28,No,8,AIP-02845,AI Framework 20,Regulation,Governance,Active,2022,9,56,55,Moderate,Low,61,4992,Neutral,6,54,No Alert,v2.6,NIG,North America,Government Portal,Ministry of Technology,2022-11-25,2022-12-21,2025-03-20,89,Medium,95,45,Closed,2023-06-26,2023-02-15
2022,8,Nigeria,Africa,82,51,62,79,Khanmigo,60,0.606,No,93,61,No,3,AIP-02846,AI Framework 21,Guidance,Governance,Active,2021,7,56,65,Moderate,High,81,3024,Supportive,7,65,Amendment,v1.6,NIG,South America,AI Ethics Board,Ministry of Technology,2021-03-30,2021-05-15,2022-06-28,32,Low,62,8,Under Review,2022-04-01,2021-05-25
2019,9,United States,North America,66,45,56,60,ChatGPT,91,0.523,No,81,47,No,12,AIP-02847,AI Framework 22,Guidance,Ethics,Active,2024,7,71,75,Strong,Medium,100,1235,Neutral,1,78,No Alert,v3.1,UNI,Europe,Legal Database,AI Commission,2024-09-16,2025-01-18,2027-02-18,20,Medium,93,8,Open,2026-02-22,2024-10-23
2016,2,United Kingdom,Europe,65,40,39,65,ChatGPT,96,0.642,No,65,57,No,1,AIP-02848,AI Framework 23,Strategy,Governance,Active,2026,5,53,47,Moderate,Medium,72,3023,Restrictive,4,62,No Alert,v3.4,UNI,Europe,Regulatory Authority,AI Commission,2026-04-16,2026-05-22,2029-04-04,63,Medium,69,18,Under Review,2027-12-07,2026-06-07
2017,11,Pakistan,Asia,68,59,52,18,Google Gemini,46,0.969,Yes,80,51,Yes,10,AIP-02849,AI Framework 24,Regulation,Transparency,Active,2024,9,50,54,Strong,High,33,1445,Neutral,4,58,Amendment,v2.2,PAK,Oceania,Regulatory Authority,Ministry of Technology,2024-10-11,2025-01-14,2027-08-23,39,Low,95,30,Under Review,2026-10-03,2025-02-02
2023,5,India,Asia,74,63,62,56,ChatGPT,50,0.916,Yes,79,68,No,3,AIP-02850,AI Framework 25,Regulation,Data Privacy,Active,2024,8,53,46,Moderate,High,80,2571,Supportive,6,54,New Policy,v3.1,IND,Oceania,Regulatory Authority,Data Protection Authority,2024-06-19,2024-07-06,2025-11-12,68,Low,62,32,Under Review,2026-01-03,2024-07-21
2015,10,Australia,Oceania,39,24,31,38,Microsoft Copilot,64,0.659,Yes,42,22,No,5,AIP-02851,AI Framework 1,Guidance,Education,Active,2018,6,47,44,Moderate,Low,68,4016,Neutral,2,39,No Alert,v3.5,AUS,Oceania,Regulatory Authority,Digital Affairs Agency,2018-03-24,2018-06-15,2020-02-01,92,High,50,24,Under Review,2018-11-04,2018-04-14
2018,2,Nigeria,Africa,71,70,59,114,Google Gemini,90,0.499,No,74,37,No,0,AIP-02852,AI Framework 2,Legislation,Data Privacy,Active,2022,2,54,48,Moderate,High,34,911,Supportive,5,68,Amendment,v1.6,NIG,North America,Legal Database,Ministry of Technology,2022-08-12,2023-01-07,2024-02-08,20,High,72,15,Open,2022-12-31,2022-09-19
2021,1,United States,North America,58,51,54,56,Google Gemini,49,0.797,Yes,59,36,No,4,AIP-02853,AI Framework 3,Regulation,Transparency,Active,2026,9,44,48,Moderate,Medium,28,2301,Neutral,0,34,New Policy,v3.2,UNI,Oceania,AI Ethics Board,AI Commission,2026-07-28,2026-12-12,2029-02-02,84,High,88,24,Closed,2027-07-07,2026-08-04
2022,8,China,Asia,66,58,64,69,Google Gemini,58,0.658,No,77,57,Yes,6,AIP-02854,AI Framework 4,Legislation,Data Privacy,Active,2021,4,43,52,Moderate,Low,95,2456,Neutral,6,39,No Alert,v3.0,CHI,South America,Government Portal,Digital Affairs Agency,2021-08-23,2021-12-31,2022-11-24,59,High,54,25,Open,2023-01-30,2021-12-04
2017,12,Australia,Oceania,49,45,36,59,Microsoft Copilot,97,0.849,No,54,33,No,12,AIP-02855,AI Framework 5,Legislation,Transparency,Active,2022,4,66,56,Moderate,Medium,28,4651,Neutral,6,59,No Alert,v1.9,AUS,Asia,Government Portal,Ministry of Technology,2022-03-18,2022-05-14,2023-05-31,76,High,51,7,Under Review,2024-01-16,2022-07-01
2017,5,Australia,Oceania,55,52,43,63,ChatGPT,56,0.939,No,66,50,Yes,0,AIP-02856,AI Framework 6,Strategy,Transparency,Active,2020,2,42,44,Moderate,Medium,56,2707,Supportive,1,40,No Alert,v3.4,AUS,Europe,AI Ethics Board,Ministry of Technology,2020-11-13,2021-04-22,2023-07-27,32,High,83,49,Under Review,2022-08-12,2021-03-11
2024,12,China,Asia,69,67,57,65,ChatGPT,65,0.759,Yes,75,36,Yes,6,AIP-02857,AI Framework 7,Regulation,Data Privacy,Active,2019,3,60,55,Weak,Medium,99,1737,Supportive,1,52,No Alert,v1.6,CHI,North America,AI Ethics Board,Data Protection Authority,2019-05-08,2019-06-11,2021-05-19,28,Low,76,49,Closed,2021-04-17,2019-07-03
2019,10,Canada,North America,76,53,54,87,Google Gemini,72,0.54,Yes,87,67,Yes,0,AIP-02858,AI Framework 8,Regulation,Ethics,Active,2024,2,68,73,Strong,Medium,90,1949,Restrictive,0,78,Amendment,v3.0,CAN,Europe,AI Ethics Board,Ministry of Technology,2024-01-28,2024-06-19,2026-10-15,66,Medium,69,50,Open,2024-08-07,2024-05-24
2023,11,Pakistan,Asia,43,29,28,39,Google Gemini,99,0.629,Yes,45,33,Yes,1,AIP-02859,AI Framework 9,Regulation,Education,Active,2020,1,66,58,Strong,Low,87,1551,Restrictive,6,64,No Alert,v2.6,PAK,North America,AI Ethics Board,Data Protection Authority,2020-02-17,2020-03-29,2021-09-08,12,Medium,76,18,Under Review,2021-07-25,2020-02-24
2018,12,Pakistan,Asia,59,45,49,63,ChatGPT,84,0.7,Yes,61,34,Yes,1,AIP-02860,AI Framework 10,Strategy,Data Privacy,Active,2023,1,56,53,Moderate,Low,79,788,Supportive,4,67,No Alert,v2.7,PAK,Asia,AI Ethics Board,AI Commission,2023-11-18,2024-04-16,2025-05-05,14,Low,63,50,Under Review,2025-10-11,2024-02-13
2016,1,Brazil,South America,61,60,66,67,ChatGPT,81,0.547,Yes,74,44,No,4,AIP-02861,AI Framework 11,Legislation,Education,Active,2023,3,46,40,Strong,Medium,58,3566,Supportive,2,31,No Alert,v3.0,BRA,Europe,AI Ethics Board,Ministry of Technology,2023-10-25,2024-02-15,2026-09-28,2,Medium,64,22,Under Review,2024-03-24,2023-12-23
2022,10,India,Asia,71,44,41,64,Google Gemini,72,0.756,No,84,53,No,7,AIP-02862,AI Framework 12,Legislation,Ethics,Active,2025,8,73,81,Strong,Low,43,3823,Neutral,4,71,No Alert,v2.5,IND,Europe,Regulatory Authority,Ministry of Technology,2025-09-14,2025-10-15,2027-05-05,52,Low,82,30,Open,2026-12-28,2025-10-08
2023,10,Canada,North America,61,57,54,75,Khanmigo,76,0.509,Yes,69,44,Yes,9,AIP-02863,AI Framework 13,Strategy,Ethics,Draft,2026,9,70,61,Strong,Medium,92,1033,Neutral,4,73,No Alert,v1.1,CAN,Europe,Legal Database,AI Commission,2026-08-06,2026-09-28,2028-03-20,10,High,100,1,Closed,2027-07-12,2026-10-26
2019,9,India,Asia,100,70,82,103,Google Gemini,59,0.47,No,100,52,Yes,11,AIP-02864,AI Framework 14,Legislation,Ethics,Active,2022,3,62,64,Weak,Medium,66,2310,Restrictive,0,73,No Alert,v3.1,IND,Europe,Government Portal,Digital Affairs Agency,2022-01-02,2022-02-08,2023-12-13,69,High,62,28,Under Review,2023-10-19,2022-02-12
2017,2,United Kingdom,Europe,60,55,50,41,Microsoft Copilot,62,0.901,No,65,42,No,12,AIP-02865,AI Framework 15,Regulation,Transparency,Draft,2018,5,43,35,Moderate,Low,52,3776,Restrictive,3,50,No Alert,v2.6,UNI,South America,Regulatory Authority,AI Commission,2018-07-28,2018-11-21,2021-07-02,19,Low,55,47,Under Review,2019-07-22,2018-10-07
2022,10,Germany,Europe,71,64,67,78,Google Gemini,78,0.675,No,82,55,No,11,AIP-02866,AI Framework 16,Legislation,Data Privacy,Active,2023,9,41,43,Moderate,Low,98,3518,Neutral,4,45,New Policy,v2.6,GER,Africa,Regulatory Authority,Ministry of Technology,2023-04-23,2023-07-12,2024-06-12,33,Low,66,13,Open,2023-09-30,2023-05-13
2016,7,Canada,North America,57,50,42,80,ChatGPT,63,0.471,Yes,66,53,Yes,10,AIP-02867,AI Framework 17,Legislation,Ethics,Active,2025,8,51,57,Strong,Low,49,445,Restrictive,4,62,Amendment,v1.5,CAN,South America,AI Ethics Board,Digital Affairs Agency,2025-08-31,2026-01-09,2027-11-03,90,Medium,65,7,Closed,2027-05-05,2025-11-20
2017,1,United Kingdom,Europe,52,31,35,58,Microsoft Copilot,98,0.852,Yes,61,46,No,0,AIP-02868,AI Framework 18,Regulation,Education,Active,2022,10,45,50,Moderate,High,23,282,Neutral,1,42,No Alert,v3.5,UNI,Europe,AI Ethics Board,AI Commission,2022-09-14,2023-01-07,2024-12-08,24,Medium,94,21,Open,2023-05-08,2022-12-16
2015,1,India,Asia,68,43,56,66,Microsoft Copilot,52,0.779,Yes,77,42,No,10,AIP-02869,AI Framework 19,Legislation,Ethics,Active,2023,5,70,60,Moderate,High,68,402,Restrictive,7,84,New Policy,v3.4,IND,Africa,Government Portal,Data Protection Authority,2023-11-28,2024-05-20,2026-06-08,68,Low,74,38,Under Review,2024-09-25,2024-01-19
2021,2,Nigeria,Africa,78,58,69,66,Google Gemini,87,0.501,No,80,71,Yes,0,AIP-02870,AI Framework 20,Guidance,Ethics,Repealed,2024,2,47,53,Strong,Low,54,2546,Restrictive,0,60,Amendment,v1.4,NIG,North America,Regulatory Authority,Data Protection Authority,2024-07-29,2024-11-28,2027-03-30,10,Medium,64,37,Closed,2024-11-05,2024-09-26
2016,1,China,Asia,94,69,59,104,Microsoft Copilot,92,0.554,No,100,53,No,8,AIP-02871,AI Framework 21,Regulation,Governance,Active,2021,2,50,46,Strong,Low,70,4573,Neutral,6,63,Amendment,v1.3,CHI,North America,Regulatory Authority,AI Commission,2021-11-10,2022-03-29,2023-12-14,43,High,68,3,Under Review,2023-09-03,2022-02-27
2021,9,Pakistan,Asia,65,50,61,47,Google Gemini,92,0.782,Yes,79,41,Yes,7,AIP-02872,AI Framework 22,Guidance,Transparency,Draft,2021,8,75,79,Moderate,Medium,70,415,Supportive,7,75,No Alert,v2.2,PAK,Oceania,AI Ethics Board,AI Commission,2021-06-18,2021-11-10,2023-12-24,14,Low,54,14,Closed,2021-11-17,2021-09-25
2015,5,China,Asia,13,10,10,9,Google Gemini,90,0.535,No,16,8,Yes,4,AIP-02873,AI Framework 23,Guidance,Data Privacy,Draft,2022,1,69,79,Strong,Medium,71,3520,Restrictive,6,56,No Alert,v1.2,CHI,Europe,Regulatory Authority,Data Protection Authority,2022-10-28,2022-11-14,2025-03-28,40,Medium,77,17,Under Review,2023-06-03,2022-10-30
2024,1,United States,North America,100,86,73,112,Google Gemini,70,0.711,No,100,52,No,3,AIP-02874,AI Framework 24,Guidance,Ethics,Active,2025,5,47,39,Strong,Medium,47,3681,Supportive,4,58,Amendment,v1.9,UNI,North America,AI Ethics Board,AI Commission,2025-12-12,2026-05-06,2027-05-06,83,High,56,31,Closed,2027-11-06,2025-12-18
2021,11,Germany,Europe,72,55,46,57,ChatGPT,62,0.797,Yes,74,52,Yes,7,AIP-02875,AI Framework 25,Guidance,Education,Active,2022,4,53,50,Moderate,Medium,40,4820,Supportive,1,50,No Alert,v3.2,GER,North America,Government Portal,AI Commission,2022-11-21,2023-03-30,2025-11-05,2,High,53,40,Under Review,2024-09-01,2023-01-22
2024,11,Canada,North America,84,63,59,111,Google Gemini,81,0.875,No,91,66,No,9,AIP-02876,AI Framework 1,Legislation,Transparency,Active,2020,10,58,66,Strong,Medium,45,2925,Supportive,2,68,Amendment,v3.3,CAN,Asia,Legal Database,Digital Affairs Agency,2020-03-10,2020-07-09,2023-01-20,30,Medium,81,24,Open,2020-12-05,2020-06-23
2017,8,Australia,Oceania,100,60,70,129,Khanmigo,53,0.671,No,100,80,No,10,AIP-02877,AI Framework 2,Guidance,Education,Active,2023,10,63,55,Weak,Low,98,4776,Restrictive,4,49,No Alert,v2.5,AUS,South America,Legal Database,AI Commission,2023-01-04,2023-05-26,2025-04-09,26,Medium,65,48,Open,2024-03-05,2023-02-22
2020,5,Pakistan,Asia,81,78,59,107,ChatGPT,94,0.522,No,93,41,Yes,7,AIP-02878,AI Framework 3,Guidance,Education,Active,2024,5,73,68,Weak,High,80,2284,Supportive,0,60,New Policy,v3.7,PAK,Oceania,Regulatory Authority,Digital Affairs Agency,2024-10-03,2024-11-21,2026-08-28,7,Medium,96,19,Closed,2026-04-15,2024-11-22
2018,9,Pakistan,Asia,64,41,50,73,Microsoft Copilot,88,0.8,Yes,66,50,Yes,12,AIP-02879,AI Framework 4,Strategy,Transparency,Active,2026,6,71,72,Strong,Medium,51,1362,Restrictive,5,66,No Alert,v2.7,PAK,North America,AI Ethics Board,Data Protection Authority,2026-12-06,2027-03-22,2029-11-27,47,Low,66,38,Closed,2028-10-14,2027-03-20
2016,6,Canada,North America,44,38,38,23,ChatGPT,57,0.717,Yes,47,36,No,12,AIP-02880,AI Framework 5,Regulation,Ethics,Draft,2026,4,75,85,Moderate,Low,94,4865,Supportive,7,87,No Alert,v3.7,CAN,Asia,Legal Database,Ministry of Technology,2026-11-27,2027-02-12,2028-05-06,28,High,98,4,Open,2028-11-24,2026-12-02
2021,12,Nigeria,Africa,52,50,55,42,Google Gemini,80,0.629,Yes,62,28,Yes,7,AIP-02881,AI Framework 6,Guidance,Governance,Active,2025,8,41,37,Moderate,High,81,2630,Supportive,5,26,No Alert,v2.3,NIG,Asia,Government Portal,AI Commission,2025-09-17,2025-11-29,2027-08-21,68,Medium,100,14,Open,2027-04-18,2025-12-13
2021,12,Germany,Europe,65,43,58,66,ChatGPT,82,0.841,No,75,34,No,10,AIP-02882,AI Framework 7,Regulation,Ethics,Active,2024,3,48,46,Strong,Low,63,1663,Neutral,7,38,No Alert,v2.1,GER,Oceania,Government Portal,AI Commission,2024-08-08,2024-11-01,2026-12-26,20,Low,89,48,Closed,2025-08-21,2024-09-05
2016,11,Australia,Oceania,55,37,49,53,Microsoft Copilot,57,0.643,No,58,39,Yes,8,AIP-02883,AI Framework 8,Strategy,Governance,Draft,2022,8,60,66,Moderate,Low,84,3233,Supportive,3,60,New Policy,v2.8,AUS,South America,Legal Database,Digital Affairs Agency,2022-08-21,2023-01-01,2024-05-26,71,Medium,78,44,Closed,2024-05-19,2022-10-05
2022,2,Pakistan,Asia,94,84,91,115,Microsoft Copilot,86,0.688,Yes,100,76,Yes,9,AIP-02884,AI Framework 9,Regulation,Education,Active,2021,10,41,33,Weak,Low,96,2143,Supportive,2,51,Amendment,v1.8,PAK,Oceania,Legal Database,AI Commission,2021-06-17,2021-08-30,2022-09-06,46,Medium,60,15,Under Review,2022-03-11,2021-10-01
2019,1,China,Asia,53,32,36,64,Microsoft Copilot,46,0.899,No,54,41,No,0,AIP-02885,AI Framework 10,Strategy,Governance,Active,2023,2,52,48,Weak,Medium,66,3750,Supportive,0,41,Amendment,v2.9,CHI,Europe,AI Ethics Board,Data Protection Authority,2023-05-17,2023-10-04,2025-03-03,38,Medium,98,35,Under Review,2024-07-20,2023-06-16
2023,5,Brazil,South America,95,90,79,98,Khanmigo,77,0.751,Yes,100,75,No,4,AIP-02886,AI Framework 11,Regulation,Education,Active,2024,3,45,41,Moderate,Medium,28,3700,Neutral,3,53,No Alert,v3.8,BRA,Europe,AI Ethics Board,Digital Affairs Agency,2024-08-08,2024-11-18,2026-04-07,92,Low,55,26,Open,2026-06-24,2024-11-01
2015,12,Pakistan,Asia,37,28,28,32,ChatGPT,56,0.87,Yes,45,31,Yes,4,AIP-02887,AI Framework 12,Guidance,Education,Active,2022,4,73,71,Weak,Medium,54,142,Supportive,0,73,No Alert,v3.3,PAK,Africa,Legal Database,AI Commission,2022-10-19,2022-11-21,2025-05-13,37,Medium,99,46,Under Review,2023-12-24,2022-11-12
2021,2,Germany,Europe,78,76,61,90,Google Gemini,80,0.802,No,89,51,Yes,0,AIP-02888,AI Framework 13,Legislation,Education,Active,2019,9,42,44,Weak,Low,38,2649,Restrictive,5,49,New Policy,v2.1,GER,Europe,Regulatory Authority,AI Commission,2019-02-09,2019-05-12,2021-09-22,98,Medium,61,23,Under Review,2020-01-08,2019-04-19
2022,3,Nigeria,Africa,51,41,50,66,Google Gemini,56,0.65,Yes,51,25,Yes,9,AIP-02889,AI Framework 14,Strategy,Education,Draft,2018,7,45,39,Strong,Low,76,4280,Supportive,6,52,No Alert,v3.6,NIG,South America,Regulatory Authority,AI Commission,2018-10-04,2019-01-23,2021-08-12,96,Low,72,33,Under Review,2020-02-18,2018-10-27
2025,7,Australia,Oceania,70,47,62,82,Khanmigo,77,0.547,Yes,71,42,Yes,5,AIP-02890,AI Framework 15,Regulation,Transparency,Draft,2018,2,47,45,Moderate,Low,27,3309,Neutral,0,60,No Alert,v2.6,AUS,Africa,Legal Database,AI Commission,2018-10-01,2018-11-17,2020-05-24,79,High,63,34,Open,2019-09-15,2018-11-29
2018,6,United Kingdom,Europe,59,55,60,88,ChatGPT,92,0.508,No,69,30,Yes,11,AIP-02891,AI Framework 16,Regulation,Data Privacy,Active,2021,4,45,54,Moderate,Medium,57,3614,Neutral,4,31,No Alert,v3.2,UNI,Europe,AI Ethics Board,Data Protection Authority,2021-06-03,2021-09-26,2022-10-07,22,Low,50,5,Open,2022-03-03,2021-07-21
2020,4,Brazil,South America,93,91,89,122,Khanmigo,56,0.656,No,100,70,Yes,10,AIP-02892,AI Framework 17,Strategy,Data Privacy,Repealed,2025,7,60,67,Weak,Low,55,4882,Neutral,4,63,No Alert,v2.6,BRA,North America,Legal Database,Data Protection Authority,2025-12-30,2026-01-21,2028-03-27,55,Medium,89,46,Closed,2027-10-11,2026-02-19
2020,11,Germany,Europe,72,62,72,60,Microsoft Copilot,79,0.861,No,78,45,No,10,AIP-02893,AI Framework 18,Guidance,Transparency,Active,2025,10,53,63,Moderate,Medium,51,1751,Restrictive,2,52,No Alert,v3.9,GER,Europe,Regulatory Authority,AI Commission,2025-03-10,2025-06-16,2026-11-22,12,High,95,50,Under Review,2026-12-11,2025-06-16
2022,7,United States,North America,52,31,31,63,ChatGPT,81,0.745,Yes,52,45,Yes,0,AIP-02894,AI Framework 19,Regulation,Governance,Active,2025,5,72,76,Moderate,Medium,70,3493,Supportive,1,67,No Alert,v2.1,UNI,Asia,Regulatory Authority,Ministry of Technology,2025-07-15,2025-09-01,2027-11-09,44,High,76,2,Open,2026-05-04,2025-07-18
2015,2,Brazil,South America,30,18,25,39,Google Gemini,81,0.56,No,30,17,Yes,9,AIP-02895,AI Framework 20,Legislation,Ethics,Active,2024,1,49,51,Moderate,Medium,64,196,Supportive,5,56,New Policy,v3.3,BRA,Oceania,AI Ethics Board,Digital Affairs Agency,2024-01-16,2024-03-31,2025-11-17,74,Medium,85,13,Under Review,2025-02-26,2024-04-09
2018,1,China,Asia,69,67,61,68,ChatGPT,53,0.509,No,85,44,Yes,12,AIP-02896,AI Framework 21,Regulation,Ethics,Active,2018,2,59,53,Moderate,Medium,36,796,Restrictive,1,62,No Alert,v1.3,CHI,North America,Legal Database,Data Protection Authority,2018-02-01,2018-04-09,2019-11-12,78,High,60,48,Open,2019-05-20,2018-02-17
2019,1,Pakistan,Asia,81,54,65,89,Google Gemini,98,0.735,No,82,56,No,0,AIP-02897,AI Framework 22,Strategy,Data Privacy,Draft,2025,1,63,56,Moderate,Medium,84,3504,Restrictive,0,61,No Alert,v3.2,PAK,Asia,AI Ethics Board,Ministry of Technology,2025-10-24,2026-01-08,2028-02-23,21,Medium,96,45,Under Review,2026-04-23,2025-10-25
2018,1,Nigeria,Africa,53,34,38,59,ChatGPT,66,0.531,No,61,37,Yes,8,AIP-02898,AI Framework 23,Strategy,Governance,Active,2026,2,62,63,Weak,Low,56,1086,Neutral,4,68,Amendment,v1.7,NIG,Asia,Regulatory Authority,Data Protection Authority,2026-03-13,2026-03-29,2028-11-03,37,Medium,91,49,Under Review,2026-10-14,2026-04-19
2015,9,Brazil,South America,67,48,52,76,ChatGPT,57,0.944,Yes,75,40,No,11,AIP-02899,AI Framework 24,Strategy,Transparency,Repealed,2025,5,68,66,Weak,Medium,32,3946,Supportive,0,70,No Alert,v2.7,BRA,South America,Legal Database,AI Commission,2025-10-12,2026-01-07,2027-07-27,1,High,95,20,Closed,2027-05-20,2025-11-14
2018,10,Brazil,South America,73,62,51,87,Microsoft Copilot,53,0.821,No,90,36,No,12,AIP-02900,AI Framework 25,Guidance,Governance,Active,2022,3,47,53,Moderate,Low,75,4355,Restrictive,2,43,No Alert,v1.2,BRA,Europe,AI Ethics Board,Data Protection Authority,2022-04-07,2022-08-26,2024-07-16,41,High,60,24,Closed,2022-07-12,2022-07-18
